id,name,lname_prob,fname_prob,total_prob,link,total_receipts,total_disbursements
H4FL22086,"MCGEE, ANDREA LEIGH LEIGH",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4FL22086&tabIndex=1,$3,874.75,$2,432.64
P60015591,"MCGEE, ROBERT DERK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015591&tabIndex=1,,
P60013976,"MCGHEE, ROBERT MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013976&tabIndex=1,,
S6AL00385,"MCGILL, SHADRACK",1,0.9027777777777778,0.9027777777777778,0.9513888888888888,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AL00385&tabIndex=1,,
P60008091,"MCGINNIS, STEVEN MICHAEL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008091&tabIndex=1,,
S6PA00266,"MCGINTY, KATHLEEN ALANA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00266&tabIndex=1,$1,015,626.00,$123,267.00
H4MA03022,"MCGOVERN, JAMES P",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4MA03022&tabIndex=1,$461,610.10,$406,597.04
H6IL16082,"MCGROARTY, COLIN M",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL16082&tabIndex=1,,
P60011319,"MCGUIRE, SCOTTIE JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011319&tabIndex=1,,
H4NC10047,"MCHENRY, PATRICK TIMOTHY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NC10047&tabIndex=1,$1,610,090.31,$1,170,541.53
P60005378,"MCKART, PATRICK STEPHEN",0.9500000000000001,1,1,0.9750000000000001,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005378&tabIndex=1,,
P60009800,"MCKEEN, JEREMY MARC",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009800&tabIndex=1,,
P60009313,"MCKEEVER, EAMON",1,0.8666666666666667,0.8666666666666667,0.9333333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009313&tabIndex=1,,
H6TX01238,"MCKELLAR, SHIRLEY JONETTA DR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX01238&tabIndex=1,$961.67,$399.00
H0VA05111,"MCKELVEY, JAMES K",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0VA05111&tabIndex=1,,
P60009743,"MCKENNA, PATRICK REV.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009743&tabIndex=1,,
H6FL18071,"MCKINLAY, MELISSA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL18071&tabIndex=1,$322,963.00,$320,635.93
H0WV01072,"MCKINLEY, DAVID B. MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H0WV01072&tabIndex=1,$499,568.53,$319,769.72
P60011608,"MCKOCKENER, BERRY JO MR.",0.9666666666666667,1,1,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011608&tabIndex=1,,
P60007580,"MCKOWN, DARRELL MACK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007580&tabIndex=1,,
H6KS03217,"MCLAUGHLIN, NATHANIEL WELTON JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6KS03217&tabIndex=1,,
P60010170,"MCLEAN, ANDREW GREGORY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010170&tabIndex=1,,
H6MS02170,"MCLEOD, JOHNNY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS02170&tabIndex=1,,
P60006657,"MCMANUS, MYLES MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60006657&tabIndex=1,,
P60014297,"MCMENAMIN, DAVID A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014297&tabIndex=1,,
P60007333,"MCMENEMY, MICHAEL",0.9416666666666667,1,1,0.9708333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007333&tabIndex=1,,
H6TX08183,"MCMICHAEL, CRAIG",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX08183&tabIndex=1,,
H8CA12171,"SPEIER, JACKIE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8CA12171&tabIndex=1,$310,541.39,$316,184.06
P60012853,"SPIKEY, PORCUPINES R. MR. JR.",0.9666666666666667,0.8962962962962964,0.8962962962962964,0.9314814814814816,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012853&tabIndex=1,,
P20003174,"SPONHEIM, DAVID JON",0.9166666666666666,1,1,0.9583333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003174&tabIndex=1,$267.00,$308.00
S6NY00383,"SPOTORNO, FRANK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NY00383&tabIndex=1,$60,000.00,$1,671.00
P60014529,"SPRUYT, JAMES ANDREW MR",0.9333333333333333,1,1,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014529&tabIndex=1,,
H6OH08190,"SPURLINO, JIM",0.975,1,1,0.9875,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OH08190&tabIndex=1,,
H6FL19079,"ST LOUIS LAROSE, VALENCIA",0.8577777777777779,1,1,0.9288888888888889,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL19079&tabIndex=1,,
H6FL26025,"ST LOUIS LAROSE, VALENCIA",0.8577777777777779,1,1,0.9288888888888889,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL26025&tabIndex=1,,
P20003216,"STAGG, SILVIA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003216&tabIndex=1,$2,877.00,$2,877.00
P60018645,"STAHLE, RAYMOND LYNN MR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018645&tabIndex=1,,
P20003158,"STAINFIELD, TAMI L",0.9466666666666665,1,1,0.9733333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003158&tabIndex=1,$1.20,$1,437.22
S6MD03482,"STALEY, VIOLET SCHERYL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03482&tabIndex=1,$6,410.00,$10,860.00
H6FL21026,"STANDARD, SEAN DAVID MR. SR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL21026&tabIndex=1,,
P60010196,"STANG, TIMOTHY JAMES",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010196&tabIndex=1,,
S6NH00083,"STANLEY, RICHARD W",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NH00083&tabIndex=1,,
H6TX19149,"STARR, MICHAEL BOB",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX19149&tabIndex=1,$155,936.80,$26,464.94
H6TN04184,"STARRETT, GRANT",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TN04184&tabIndex=1,$917,846.89,$189,073.61
P60018157,"STARWARS, YODA",0.925,0.9166666666666666,0.9166666666666666,0.9208333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018157&tabIndex=1,,
P60009388,"STAUFFER, SCOTT WESLEY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60009388&tabIndex=1,,
P60018272,"STEELE, ROBERT DAVID MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018272&tabIndex=1,,
H6AZ02171,"STEELE, VICTORIA L",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ02171&tabIndex=1,$99,816.85,$55,949.90
P60013968,"STEF, MEL",0.96,1,1,0.98,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013968&tabIndex=1,,
H4NY21079,"STEFANIK, ELISE M.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY21079&tabIndex=1,$1,285,119.03,$379,521.86
P60013687,"STEHM, DANIEL",0.9555555555555556,1,1,0.9777777777777779,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013687&tabIndex=1,,
P20003984,"STEIN, JILL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003984&tabIndex=1,$217,350.85,$199,241.38
P60005055,"STEINBERG, MICHAEL ALAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005055&tabIndex=1,$6,256.18,$6,256.18
P60018561,"STEINBROOK, MICHAEL LEE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018561&tabIndex=1,,
P60012200,"STEINHORN, JASON SCOTT MR.",0.9555555555555556,1,1,0.9777777777777779,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012200&tabIndex=1,,
H6IL11133,"STELLA, DOMINICK J. M.D.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL11133&tabIndex=1,$92,754.96,$48,964.30
H6ME01223,"STEPHENS, BARRY D",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6ME01223&tabIndex=1,,
P60017696,"STEPHENS, HERBERT MURRAY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017696&tabIndex=1,,
P60008976,"STEPHENS, RENEE ANDRE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008976&tabIndex=1,,
P60007929,"STERLING, SHAWNA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007929&tabIndex=1,,
S6PA00241,"STERN, EVERETT ALEXANDER",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00241&tabIndex=1,,
H6NY03221,"STERN, STEVEN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY03221&tabIndex=1,,
P60007481,"STETSON, JOSEPH ARTHUR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007481&tabIndex=1,,
P60011939,"STEVENS, ADAM DANGER",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011939&tabIndex=1,,
P60008141,"STEVENS, JESSE LEE MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008141&tabIndex=1,,
P60008463,"STEVENS, PATRICIA DIANE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60008463&tabIndex=1,,
P60010592,"STEVENS, RAKIM JAMEIL",1,0.8777777777777779,0.8777777777777779,0.9388888888888889,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010592&tabIndex=1,,
P60004884,"STEVENS, SHERLENE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60004884&tabIndex=1,,
H2UT02324,"STEWART, CHRIS",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2UT02324&tabIndex=1,$353,775.74,$240,191.03
P60011111,"STEWART, DALVIN MARQUIS",1,0.9444444444444445,0.9444444444444445,0.9722222222222223,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60011111&tabIndex=1,,
S6OR05093,"STEWART, FAYE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OR05093&tabIndex=1,,
P60018116,"STEWART, MARK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018116&tabIndex=1,,
H6MS03186,"STEWART, NATHAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS03186&tabIndex=1,,
P60007796,"STEWART, WARREN GREGORY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007796&tabIndex=1,,
H6WA07433,"STILWELL, JEFF",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WA07433&tabIndex=1,,
S6OR05085,"STINE, KEVIN ",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OR05085&tabIndex=1,,
H8OH15076,"STIVERS, STEVE MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8OH15076&tabIndex=1,$1,618,594.76,$588,072.18
H6CO01208,"STOKHAM, CHARLES WESLEY (CASPER)",0.9708333333333333,1,1,0.9854166666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CO01208&tabIndex=1,,
P60016607,"STONE, CARY ALLEN MR.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016607&tabIndex=1,,
H6FL12173,"STONE, DAMIAN DR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL12173&tabIndex=1,,
P20004503,"STONE, DR DAMIAN",1,0.8666666666666667,0.8666666666666667,0.9333333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20004503&tabIndex=1,,
H6CA36182,"STONE, JEFFREY E",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6CA36182&tabIndex=1,,
P60013786,"STONER, MEGAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013786&tabIndex=1,,
P20003653,"STORY, RICKEY JOE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003653&tabIndex=1,,
H6TX36010,"STOVALL, DWAYNE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX36010&tabIndex=1,$6,820.00,$6,663.97
H6MD04258,"STRAIT, TERENCE MICHAEL MR JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MD04258&tabIndex=1,$8,949.47,$3,400.11
H6PA05133,"STRANO TAYLOR, KERITH",0.8934065934065935,0.9555555555555556,0.9555555555555556,0.9244810744810745,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6PA05133&tabIndex=1,$57,163.09,$51,996.22
H6AZ04177,"STRAUSS, RAYMOND JOHN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6AZ04177&tabIndex=1,$31,945.83,$23,959.90
H6IL04138,"STRAW, ANDREW",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL04138&tabIndex=1,$4,066.91,$4,066.91
S6OH00254,"STRICKLAND, TED",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00254&tabIndex=1,$2,679,816.00,$1,160,424.00
P20003604,"STRICKLAND, TIMMY WAYNE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003604&tabIndex=1,,
P60012218,"STRICKLAND, TIMMY WAYNE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60012218&tabIndex=1,,
P60007010,"STRUNK, CHRISTOPHER EARL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007010&tabIndex=1,,
S6OH00239,"STRZALA, MELISSA ROSE",0.9083333333333333,1,1,0.9541666666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00239&tabIndex=1,,
H6WY01058,"STUBSON, TIMOTHY MICHAEL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6WY01058&tabIndex=1,,
P60010691,"STUFF, BUTT",0.9428571428571428,1,1,0.9714285714285714,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010691&tabIndex=1,,
S0IN00095,"STUTZMAN, MARLIN A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IN00095&tabIndex=1,$1,364,558.00,$755,371.62
P60017472,"SUBER, DEXTER",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017472&tabIndex=1,,
P60018892,"SUCK, PONZI SCHEMES",0.94,0.7833333333333333,0.7833333333333333,0.8616666666666666,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018892&tabIndex=1,,
P60019072,"SUDDUTH, PAUL ALLEN MR. II",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60019072&tabIndex=1,,
P60017019,"SUMMERS, BUFFY ANNE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017019&tabIndex=1,,
S6CA00741,"SUNDHEIM, GEORGE 'DUF'",0.925,1,1,0.9625,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00741&tabIndex=1,$241,118.00,$110,772.00
H6NY03247,"SUOZZI, THOMAS MR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NY03247&tabIndex=1,,
P60016011,"SUPRUN, DANIEL FRANCIS MR",0.8933333333333334,1,1,0.9466666666666668,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60016011&tabIndex=1,,
P60010519,"SURE, NOT MR.",0.96,0.8222222222222222,0.8222222222222222,0.8911111111111111,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010519&tabIndex=1,,
S6CA00592,"SWAIM, JASON ALAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00592&tabIndex=1,,
H2CA15094,"SWALWELL, ERIC MICHAEL",0.9166666666666666,1,1,0.9583333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA15094&tabIndex=1,$1,093,801.25,$641,872.15
P20003711,"SWANSON, KARIN LYNN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P20003711&tabIndex=1,$306.00,$281.00
P60013711,"SWANSON, PARKER AKA P-SWANEY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013711&tabIndex=1,,
H6MO06203,"SWARTZ, DONNIE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MO06203&tabIndex=1,,
H6TX31052,"SWEENEY, MIKE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX31052&tabIndex=1,,
H6TX15212,"SWEETEN, RANCE G ""RANDY""",1,0.9444444444444445,0.9444444444444445,0.9722222222222223,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6TX15212&tabIndex=1,$8,750.00,$4,023.23
P60015930,"SWIFT, TAYLOR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015930&tabIndex=1,,
S8CO00099,"SWING, GARY ",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8CO00099&tabIndex=1,,
S6UT00238,"SWINTON, JONATHAN JEFFREY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6UT00238&tabIndex=1,$10,380.00,$638.00
P60017985,"SZATHMARY, DANIEL WILLIAM",0.9333333333333333,1,1,0.9666666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60017985&tabIndex=1,,
P60007556,"SZCZEPANSKI, MICHAEL GARY DR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007556&tabIndex=1,,
P60007622,"SZEKELY, ROBERT EDWARD",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60007622&tabIndex=1,,
S6MD03508,"SZELIGA, KATHY",0.9571428571428572,1,1,0.9785714285714286,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03508&tabIndex=1,,
H2CA16100,"TACHERRA, JOHNNY",0.9666666666666667,1,1,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA16100&tabIndex=1,$231,976.08,$174,524.56
H8FL00034,"TADDEO, ANNETTE",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H8FL00034&tabIndex=1,$811,148.30,$347,849.50
H6MS01149,"TAGERT, MIKE",0.9666666666666667,1,1,0.9833333333333334,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6MS01149&tabIndex=1,$481,355.00,$474,519.78
P60010139,"TAGUE, JORDAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010139&tabIndex=1,,
H4HI01134,"TAKAI, KYLE MARK",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4HI01134&tabIndex=1,$779,867.78,$338,279.16
H2CA43245,"TAKANO, MARK",0.9111111111111112,1,1,0.9555555555555556,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2CA43245&tabIndex=1,$475,001.48,$283,287.19
H6IL11125,"TAMS, MICHAEL A",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6IL11125&tabIndex=1,$25,214.69,$25,214.69
P60004918,"TAPE , PAUL EDWARD JR",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60004918&tabIndex=1,,
H2NV04045,"TARKANIAN, DANNY",0.9259259259259259,1,1,0.962962962962963,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H2NV04045&tabIndex=1,$498,058.28,$66,215.37
P60005311,"TARLOW, ZACHARY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005311&tabIndex=1,,
S6AR00157,"TATE, JASON",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AR00157&tabIndex=1,,
H4RI01133,"TAUB, H. RUSSELL",1,0.7,0.7,0.85,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4RI01133&tabIndex=1,$34,802.09,$38,173.10
P60014222,"TAUBE, DERICK DEAN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60014222&tabIndex=1,,
P60006392,"TAUS, DAN B.",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60006392&tabIndex=1,,
P60005485,"TAYLOR, DEACON NEWELL",1,0.9222222222222222,0.9222222222222222,0.961111111111111,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60005485&tabIndex=1,,
H6FL06134,"TAYLOR, DWAYNE L",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL06134&tabIndex=1,$3,700.28,$750.00
H6OK04114,"TAYLOR, JAMES",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6OK04114&tabIndex=1,,
H4PA05062,"TAYLOR, KERITH STRANO",1,0.9555555555555556,0.9555555555555556,0.9777777777777779,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4PA05062&tabIndex=1,$57,163.09,$51,996.22
H6FL18048,"TAYLOR, PRISCILLA ANN",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6FL18048&tabIndex=1,$160,294.00,$45,081.79
P60015161,"TAYLOR, RYLAN",1,0.9466666666666665,0.9466666666666665,0.9733333333333333,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60015161&tabIndex=1,,
P60013190,"TAYLOR, TROY EMERY",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60013190&tabIndex=1,,
P60018447,"TEA, CAROL",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60018447&tabIndex=1,,
H6NV03097,"TEIJEIRO, ANNETTE",0.8833333333333334,1,1,0.9416666666666667,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6NV03097&tabIndex=1,$119,969.33,$8,998.60
P60010923,"TEMPELMEYER, DREW MARSHALL",0.9393939393939394,1,1,0.9696969696969697,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=P60010923&tabIndex=1,,
H6UT03166,"TENG, CHIA-CHI",1,0.9,0.9,0.95,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H6UT03166&tabIndex=1,$64,588.23,$24,572.13
H4NY22051,"TENNEY, CLAUDIA",1,1,1,1,http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=H4NY22051&tabIndex=1,$33,505.50,$3,072.90
